31-Jan-2022,04:10,"23,802.26",-47.43,-0.20%,"23,802.26","23,802.26","23,802.26","153,218,708"
31-Jan-2022,04:05,"23,849.69",+3.12,+0.01%,"23,849.69","23,849.69","23,849.69","77,352"
31-Jan-2022,04:00,"23,846.57",-32.73,-0.14%,"23,879.57","23,845.68","23,881.93","54,248,157"
31-Jan-2022,03:55,"23,879.30",-50.80,-0.21%,"23,927.96","23,872.40","23,930.11","54,040,278"
31-Jan-2022,03:50,"23,930.10",-42.87,-0.18%,"23,971.25","23,923.64","23,971.25","39,151,674"
31-Jan-2022,03:45,"23,972.97",+27.15,+0.11%,"23,945.27","23,945.27","23,975.70","30,023,657"
31-Jan-2022,03:40,"23,945.82",+34.21,+0.14%,"23,912.26","23,911.56","23,945.82","29,390,489"
31-Jan-2022,03:35,"23,911.61",+21.44,+0.09%,"23,888.79","23,888.79","23,925.59","18,493,920"
31-Jan-2022,03:30,"23,890.17",+7.34,+0.03%,"23,882.16","23,880.40","23,899.91","20,952,545"
31-Jan-2022,03:25,"23,882.83",+0.91,+0.00%,"23,883.80","23,875.06","23,899.62","20,402,131"
31-Jan-2022,03:20,"23,881.92",+57.01,+0.24%,"23,824.95","23,824.95","23,882.95","35,284,334"
31-Jan-2022,03:15,"23,824.91",+4.55,+0.02%,"23,821.69","23,813.81","23,840.54","36,413,682"
31-Jan-2022,03:10,"23,820.36",+1.85,+0.01%,"23,817.38","23,812.17","23,828.37","16,798,388"
31-Jan-2022,03:05,"23,818.51",+9.00,+0.04%,"23,811.85","23,803.15","23,823.76","23,430,913"
31-Jan-2022,03:00,"23,809.51",+20.62,+0.09%,"23,788.66","23,788.30","23,831.84","16,560,858"
31-Jan-2022,02:55,"23,788.89",+50.55,+0.21%,"23,738.87","23,729.16","23,798.74","22,994,177"
31-Jan-2022,02:50,"23,738.34",-12.00,-0.05%,"23,750.16","23,736.35","23,772.79","16,126,602"
31-Jan-2022,02:45,"23,750.34",+4.09,+0.02%,"23,745.37","23,743.63","23,759.57","15,940,913"
31-Jan-2022,02:40,"23,746.25",+27.42,+0.12%,"23,719.65","23,716.41","23,746.25","17,076,564"
31-Jan-2022,02:35,"23,718.83",+1.58,+0.01%,"23,717.12","23,714.76","23,733.64","25,130,217"
31-Jan-2022,02:30,"23,717.25",+1.61,+0.01%,"23,716.09","23,706.79","23,737.94","32,253,695"
31-Jan-2022,02:25,"23,715.64",+15.21,+0.06%,"23,699.82","23,697.84","23,732.67","23,291,597"
31-Jan-2022,02:20,"23,700.43",+9.64,+0.04%,"23,691.62","23,685.50","23,714.67","13,238,293"
31-Jan-2022,02:15,"23,690.79",+28.41,+0.12%,"23,663.99","23,663.99","23,701.63","16,892,401"
31-Jan-2022,02:10,"23,662.38",-17.88,-0.08%,"23,683.59","23,648.27","23,684.23","13,852,413"
31-Jan-2022,02:05,"23,680.26",+24.34,+0.10%,"23,656.27","23,605.65","23,687.51","25,103,553"
31-Jan-2022,02:00,"23,655.92",+6.15,+0.03%,"23,649.33","23,617.02","23,701.16","35,329,119"
31-Jan-2022,01:55,"23,649.77",+30.02,+0.13%,"23,621.06","23,620.49","23,675.02","25,583,129"
31-Jan-2022,01:50,"23,619.75",+23.38,+0.10%,"23,597.40","23,552.06","23,619.75","31,280,977"
31-Jan-2022,01:45,"23,596.37",+124.48,+0.53%,"23,474.30","23,469.76","23,596.68","20,710,735"
31-Jan-2022,01:40,"23,471.89",-22.59,-0.10%,"23,494.43","23,469.96","23,534.25","31,025,324"
31-Jan-2022,01:35,"23,494.48",-129.66,-0.55%,"23,648.98","23,494.48","23,686.82","56,697,325"
31-Jan-2022,01:25,"23,624.14",+74.06,+0.31%,"23,624.14","23,624.14","23,624.14","24,450,767"
28-Jan-2022,08:10,"23,550.08",-7.15,-0.03%,"23,550.08","23,550.08","23,550.08","223,260,720"
28-Jan-2022,08:05,"23,557.23",-4.27,-0.02%,"23,557.23","23,557.23","23,557.23","127,900"
28-Jan-2022,08:00,"23,561.50",-15.07,-0.06%,"23,586.61","23,551.21","23,586.61","50,000,864"
28-Jan-2022,07:55,"23,576.57",+6.57,+0.03%,"23,578.36","23,561.73","23,584.95","49,674,607"
28-Jan-2022,07:50,"23,570.00",+16.66,+0.07%,"23,567.35","23,552.35","23,570.64","35,320,494"
28-Jan-2022,07:45,"23,553.34",-9.60,-0.04%,"23,573.18","23,552.38","23,573.18","22,321,459"
28-Jan-2022,07:40,"23,562.94",+7.17,+0.03%,"23,567.33","23,552.09","23,569.23","19,726,214"
28-Jan-2022,07:35,"23,555.77",+3.08,+0.01%,"23,566.26","23,533.42","23,566.26","16,167,780"
28-Jan-2022,07:30,"23,552.69",+11.06,+0.05%,"23,557.18","23,542.14","23,557.66","16,551,508"
28-Jan-2022,07:25,"23,541.63",-28.70,-0.12%,"23,585.01","23,528.39","23,585.01","22,106,899"
28-Jan-2022,07:20,"23,570.33",+11.78,+0.05%,"23,573.03","23,564.86","23,584.32","18,126,634"
28-Jan-2022,07:15,"23,558.55",+2.69,+0.01%,"23,564.22","23,543.40","23,568.99","17,308,496"
28-Jan-2022,07:10,"23,555.86",+30.33,+0.13%,"23,541.14","23,527.15","23,559.55","18,489,741"
28-Jan-2022,07:05,"23,525.53",-57.51,-0.24%,"23,596.31","23,525.09","23,596.31","50,884,219"
28-Jan-2022,07:00,"23,583.04",-3.93,-0.02%,"23,594.93","23,580.57","23,598.16","12,230,899"
28-Jan-2022,06:55,"23,586.97",-0.28,-0.00%,"23,601.10","23,582.10","23,601.10","13,342,022"
28-Jan-2022,06:50,"23,587.25",-4.58,-0.02%,"23,601.91","23,573.25","23,601.91","15,238,645"
28-Jan-2022,06:45,"23,591.83",-31.37,-0.13%,"23,639.83","23,578.38","23,639.83","25,199,866"
28-Jan-2022,06:40,"23,623.20",+0.48,+0.00%,"23,636.02","23,621.71","23,640.37","12,451,883"
28-Jan-2022,06:35,"23,622.72",-5.97,-0.03%,"23,630.75","23,605.19","23,641.07","11,437,205"
28-Jan-2022,06:30,"23,628.69",+18.98,+0.08%,"23,620.41","23,603.47","23,628.80","14,568,196"
28-Jan-2022,06:25,"23,609.71",+44.97,+0.19%,"23,576.17","23,568.52","23,612.70","10,557,974"
28-Jan-2022,06:20,"23,564.74",+23.22,+0.10%,"23,558.83","23,543.95","23,575.39","11,930,149"
28-Jan-2022,06:15,"23,541.52",-48.16,-0.20%,"23,604.90","23,537.24","23,604.90","26,142,307"
28-Jan-2022,06:10,"23,589.68",-25.55,-0.11%,"23,625.86","23,587.00","23,625.86","12,119,412"
28-Jan-2022,06:05,"23,615.23",+31.98,+0.14%,"23,589.79","23,585.50","23,621.73","14,027,257"
28-Jan-2022,06:00,"23,583.25",-5.13,-0.02%,"23,601.21","23,570.35","23,601.21","14,447,397"
28-Jan-2022,05:55,"23,588.38",+5.25,+0.02%,"23,589.90","23,576.74","23,599.05","11,444,313"
28-Jan-2022,05:50,"23,583.13",-19.79,-0.08%,"23,618.70","23,579.94","23,618.70","44,627,282"
28-Jan-2022,05:45,"23,602.92",-12.87,-0.05%,"23,627.11","23,596.72","23,627.11","10,039,125"
28-Jan-2022,05:40,"23,615.79",-26.55,-0.11%,"23,643.11","23,610.54","23,656.36","11,907,804"
28-Jan-2022,05:35,"23,642.34",-12.43,-0.05%,"23,654.71","23,642.34","23,673.52","17,403,564"
28-Jan-2022,05:30,"23,654.77",+29.49,+0.12%,"23,638.54","23,623.85","23,655.04","7,488,164"
28-Jan-2022,05:25,"23,625.28",+45.00,+0.19%,"23,592.41","23,585.48","23,627.11","18,307,214"
28-Jan-2022,05:20,"23,580.28",+1.81,+0.01%,"23,587.64","23,565.25","23,593.73","28,086,555"
28-Jan-2022,05:15,"23,578.47",-9.87,-0.04%,"23,600.85","23,574.64","23,600.85","19,578,101"
