Local Date,Local Time,Close,Net,%Chg,Open,Low,High,Volume
30-Nov-2021,05:30,"23,409.37",-5.43,-0.02%,"23,410.39","23,376.61","23,417.57","31,096,447"
30-Nov-2021,05:25,"23,414.80",-22.34,-0.10%,"23,438.81","23,406.44","23,443.12","70,218,020"
30-Nov-2021,05:20,"23,437.14",-56.50,-0.24%,"23,492.98","23,435.70","23,493.54","31,867,036"
30-Nov-2021,05:15,"23,493.64",-55.14,-0.23%,"23,548.88","23,491.53","23,548.88","75,353,825"
30-Nov-2021,05:10,"23,548.78",-30.90,-0.13%,"23,578.96","23,547.23","23,580.03","24,245,832"
30-Nov-2021,05:05,"23,579.68",-12.00,-0.05%,"23,586.54","23,576.40","23,591.64","30,040,626"
30-Nov-2021,04:10,"23,591.68",0.00,0.00%,"23,591.68","23,591.68","23,591.68",0
30-Nov-2021,04:05,"23,591.68",-0.63,-0.00%,"23,591.68","23,591.68","23,591.68","5,500"
30-Nov-2021,04:00,"23,592.31",+4.14,+0.02%,"23,588.42","23,578.02","23,598.70","34,360,911"
30-Nov-2021,03:55,"23,588.17",+11.68,+0.05%,"23,574.29","23,572.46","23,592.14","12,162,820"
30-Nov-2021,03:50,"23,576.49",-8.13,-0.03%,"23,583.91","23,568.67","23,586.39","10,819,230"
30-Nov-2021,03:45,"23,584.62",+3.40,+0.01%,"23,580.59","23,573.01","23,588.52","12,055,977"
30-Nov-2021,03:40,"23,581.22",-6.63,-0.03%,"23,589.38","23,578.32","23,604.17","14,444,784"
30-Nov-2021,03:35,"23,587.85",+23.91,+0.10%,"23,562.29","23,562.29","23,588.91","14,799,837"
30-Nov-2021,03:30,"23,563.94",-22.45,-0.10%,"23,589.44","23,560.51","23,595.39","14,566,909"
30-Nov-2021,03:25,"23,586.39",+1.09,+0.00%,"23,589.14","23,579.61","23,608.47","18,829,713"
30-Nov-2021,03:20,"23,585.30",+0.41,+0.00%,"23,585.50","23,566.30","23,592.27","26,258,865"
30-Nov-2021,03:15,"23,584.89",+10.76,+0.05%,"23,574.72","23,573.05","23,593.18","14,423,368"
30-Nov-2021,03:10,"23,574.13",+7.17,+0.03%,"23,570.02","23,568.94","23,592.73","28,316,585"
30-Nov-2021,03:05,"23,566.96",-9.50,-0.04%,"23,573.72","23,558.18","23,579.35","14,630,416"
30-Nov-2021,03:00,"23,576.46",+14.18,+0.06%,"23,564.43","23,551.80","23,585.17","21,371,697"
30-Nov-2021,02:55,"23,562.28",-9.61,-0.04%,"23,570.51","23,554.78","23,577.91","25,159,921"
30-Nov-2021,02:50,"23,571.89",+39.12,+0.17%,"23,531.10","23,512.06","23,571.98","24,544,422"
30-Nov-2021,02:45,"23,532.77",+14.93,+0.06%,"23,518.25","23,503.99","23,535.03","23,338,854"
30-Nov-2021,02:40,"23,517.84",-26.04,-0.11%,"23,545.68","23,511.01","23,547.76","14,515,355"
30-Nov-2021,02:35,"23,543.88",-37.21,-0.16%,"23,581.38","23,543.88","23,585.23","49,281,890"
30-Nov-2021,02:30,"23,581.09",-65.38,-0.28%,"23,642.95","23,572.06","23,649.11","31,674,271"
30-Nov-2021,02:25,"23,646.47",-3.89,-0.02%,"23,648.61","23,640.70","23,666.04","16,129,350"
30-Nov-2021,02:20,"23,650.36",-19.13,-0.08%,"23,669.47","23,647.60","23,674.94","26,442,193"
30-Nov-2021,02:15,"23,669.49",-31.67,-0.13%,"23,700.66","23,666.48","23,714.38","25,537,282"
30-Nov-2021,02:10,"23,701.16",-1.07,-0.00%,"23,702.43","23,698.52","23,740.43","37,148,978"
30-Nov-2021,02:05,"23,702.23",+34.16,+0.14%,"23,668.98","23,659.09","23,706.26","25,836,569"
30-Nov-2021,02:00,"23,668.07",-90.67,-0.38%,"23,760.95","23,668.07","23,760.95","45,141,801"
30-Nov-2021,01:55,"23,758.74",-9.01,-0.04%,"23,767.21","23,751.53","23,786.74","27,597,162"
30-Nov-2021,01:50,"23,767.75",-9.08,-0.04%,"23,777.30","23,753.53","23,790.62","24,240,016"
30-Nov-2021,01:45,"23,776.83",+17.97,+0.08%,"23,758.61","23,747.45","23,784.37","30,889,093"
30-Nov-2021,01:40,"23,758.86",-42.66,-0.18%,"23,806.14","23,732.03","23,806.14","45,791,962"
30-Nov-2021,01:35,"23,801.52",+18.66,+0.08%,"23,825.55","23,787.02","23,888.37","60,653,450"
30-Nov-2021,01:25,"23,782.86",-69.38,-0.29%,"23,782.86","23,782.86","23,782.86","33,304,801"
29-Nov-2021,08:10,"23,852.24",-7.26,-0.03%,"23,852.24","23,852.24","23,852.24","127,625,202"
29-Nov-2021,08:05,"23,859.50",-13.75,-0.06%,"23,859.50","23,859.50","23,859.50","218,400"
29-Nov-2021,08:00,"23,873.25",-4.76,-0.02%,"23,889.69","23,859.26","23,889.69","41,555,172"
29-Nov-2021,07:55,"23,878.01",+4.66,+0.02%,"23,881.86","23,871.05","23,887.80","37,641,630"
29-Nov-2021,07:50,"23,873.35",-0.08,-0.00%,"23,886.75","23,863.36","23,886.75","36,073,128"
29-Nov-2021,07:45,"23,873.43",+16.98,+0.07%,"23,873.98","23,857.64","23,875.92","25,724,133"
29-Nov-2021,07:40,"23,856.45",-26.45,-0.11%,"23,898.44","23,856.45","23,898.44","30,144,563"
29-Nov-2021,07:35,"23,882.90",-3.14,-0.01%,"23,898.86","23,877.35","23,898.86","18,629,243"
29-Nov-2021,07:30,"23,886.04",+15.63,+0.07%,"23,888.71","23,873.70","23,888.71","18,542,293"
29-Nov-2021,07:25,"23,870.41",+11.59,+0.05%,"23,876.89","23,868.25","23,892.10","21,262,798"
29-Nov-2021,07:20,"23,858.82",-2.30,-0.01%,"23,871.27","23,851.68","23,871.27","20,205,825"
29-Nov-2021,07:15,"23,861.12",-4.04,-0.02%,"23,882.05","23,849.36","23,882.05","16,348,818"
29-Nov-2021,07:10,"23,865.16",+29.97,+0.13%,"23,851.43","23,836.86","23,869.24","16,688,130"
29-Nov-2021,07:05,"23,835.19",-26.84,-0.11%,"23,873.22","23,829.37","23,873.22","21,613,340"
29-Nov-2021,07:00,"23,862.03",+29.60,+0.12%,"23,845.48","23,830.17","23,871.66","18,138,542"
29-Nov-2021,06:55,"23,832.43",+1.74,+0.01%,"23,841.23","23,825.59","23,841.23","14,232,801"
29-Nov-2021,06:50,"23,830.69",+21.21,+0.09%,"23,824.16","23,811.93","23,845.36","23,476,606"
29-Nov-2021,06:45,"23,809.48",+5.76,+0.02%,"23,819.71","23,797.46","23,819.71","15,074,770"
29-Nov-2021,06:40,"23,803.72",+19.51,+0.08%,"23,799.47","23,787.64","23,808.96","17,519,471"
29-Nov-2021,06:35,"23,784.21",-1.69,-0.01%,"23,802.25","23,780.16","23,806.50","29,121,176"
29-Nov-2021,06:30,"23,785.90",-18.95,-0.08%,"23,817.57","23,785.90","23,817.57","11,747,812"
29-Nov-2021,06:25,"23,804.85",-17.68,-0.07%,"23,838.84","23,801.17","23,838.84","21,944,017"
29-Nov-2021,06:20,"23,822.53",+7.24,+0.03%,"23,831.04","23,815.64","23,832.51","17,666,972"
29-Nov-2021,06:15,"23,815.29",-26.19,-0.11%,"23,855.33","23,815.29","23,855.33","15,417,729"
29-Nov-2021,06:10,"23,841.48",+4.31,+0.02%,"23,855.43","23,825.37","23,855.43","10,746,915"
29-Nov-2021,06:05,"23,837.17",-26.00,-0.11%,"23,875.71","23,836.36","23,875.71","17,901,239"
29-Nov-2021,06:00,"23,863.17",-10.36,-0.04%,"23,887.83","23,859.67","23,887.83","12,349,794"
29-Nov-2021,05:55,"23,873.53",+37.19,+0.16%,"23,848.33","23,842.67","23,895.50","42,557,670"
29-Nov-2021,05:50,"23,836.34",+46.48,+0.20%,"23,803.00","23,794.61","23,836.34","17,405,764"
29-Nov-2021,05:45,"23,789.86",-18.40,-0.08%,"23,823.34","23,785.65","23,823.34","15,755,138"
29-Nov-2021,05:40,"23,808.26",+31.66,+0.13%,"23,791.70","23,777.82","23,820.42","16,645,299"
29-Nov-2021,05:35,"23,776.60",+2.29,+0.01%,"23,790.84","23,775.69","23,800.90","20,445,706"
29-Nov-2021,05:30,"23,774.31",-33.40,-0.14%,"23,821.42","23,774.31","23,821.42","13,609,406"
29-Nov-2021,05:25,"23,807.71",-18.10,-0.08%,"23,839.00","23,806.41","23,839.00","13,504,583"
29-Nov-2021,05:20,"23,825.81",-20.55,-0.09%,"23,858.60","23,825.62","23,859.61","18,345,439"
29-Nov-2021,05:15,"23,846.36",-21.74,-0.09%,"23,884.24","23,846.36","23,884.24","12,245,476"
29-Nov-2021,05:10,"23,868.10",-24.88,-0.10%,"23,905.91","23,861.88","23,905.91","11,334,407"
29-Nov-2021,05:05,"23,892.98",-63.45,-0.26%,"23,929.75","23,892.68","23,931.83","41,091,494"
29-Nov-2021,04:10,"23,956.43",0.00,0.00%,"23,956.43","23,956.43","23,956.43",0
29-Nov-2021,04:05,"23,956.43",+17.55,+0.07%,"23,956.43","23,956.43","23,956.43","998,500"
29-Nov-2021,04:00,"23,938.88",+2.30,+0.01%,"23,950.02","23,936.32","23,956.27","14,029,258"
29-Nov-2021,03:55,"23,936.58",+23.75,+0.10%,"23,926.35","23,921.07","23,944.52","15,108,816"
29-Nov-2021,03:50,"23,912.83",-0.92,-0.00%,"23,929.16","23,912.83","23,933.15","12,173,369"
29-Nov-2021,03:45,"23,913.75",-4.91,-0.02%,"23,932.97","23,911.65","23,932.97","10,381,637"
29-Nov-2021,03:40,"23,918.66",-3.62,-0.02%,"23,940.28","23,910.25","23,940.28","8,295,336"
29-Nov-2021,03:35,"23,922.28",+10.28,+0.04%,"23,929.40","23,906.63","23,933.52","13,348,746"
29-Nov-2021,03:30,"23,912.00",+21.29,+0.09%,"23,906.37","23,896.41","23,923.40","21,327,149"
29-Nov-2021,03:25,"23,890.71",+31.05,+0.13%,"23,866.34","23,859.30","23,897.39","12,704,090"
29-Nov-2021,03:20,"23,859.66",-9.45,-0.04%,"23,884.17","23,853.54","23,884.17","17,829,085"
29-Nov-2021,03:15,"23,869.11",-3.73,-0.02%,"23,877.79","23,866.16","23,886.46","16,413,244"
29-Nov-2021,03:10,"23,872.84",-7.94,-0.03%,"23,897.90","23,872.50","23,897.90","28,704,476"
29-Nov-2021,03:05,"23,880.78",+29.72,+0.12%,"23,870.53","23,854.27","23,892.14","20,854,905"
29-Nov-2021,03:00,"23,851.06",-12.25,-0.05%,"23,882.58","23,851.06","23,882.58","32,816,945"
29-Nov-2021,02:55,"23,863.31",-42.45,-0.18%,"23,921.46","23,861.42","23,921.46","25,333,487"
29-Nov-2021,02:50,"23,905.76",-9.48,-0.04%,"23,930.51","23,902.28","23,931.26","12,248,291"
29-Nov-2021,02:45,"23,915.24",-2.81,-0.01%,"23,939.71","23,913.25","23,939.71","17,276,819"
29-Nov-2021,02:40,"23,918.05",-40.67,-0.17%,"23,980.53","23,915.98","23,980.53","28,453,024"
29-Nov-2021,02:35,"23,958.72",+21.98,+0.09%,"23,954.37","23,937.00","23,965.19","12,865,415"
29-Nov-2021,02:30,"23,936.74",-39.81,-0.17%,"23,992.42","23,931.98","23,992.42","20,694,909"
29-Nov-2021,02:25,"23,976.55",-18.13,-0.08%,"24,013.76","23,961.66","24,013.76","18,482,926"
29-Nov-2021,02:20,"23,994.68",-14.72,-0.06%,"24,020.51","23,991.77","24,040.97","16,843,673"
29-Nov-2021,02:15,"24,009.40",-2.34,-0.01%,"24,032.84","24,007.45","24,032.84","27,075,564"
29-Nov-2021,02:10,"24,011.74",-47.86,-0.20%,"24,072.68","24,006.99","24,072.68","21,080,615"
29-Nov-2021,02:05,"24,059.60",-40.03,-0.17%,"24,117.05","24,057.80","24,117.05","35,897,291"
29-Nov-2021,02:00,"24,099.63",+14.66,+0.06%,"24,090.28","24,080.57","24,116.80","33,293,107"
29-Nov-2021,01:55,"24,084.97",-11.72,-0.05%,"24,117.04","24,064.62","24,128.41","34,747,024"
29-Nov-2021,01:50,"24,096.69",-19.53,-0.08%,"24,134.32","24,081.07","24,134.32","43,504,906"
29-Nov-2021,01:45,"24,116.22",+90.33,+0.38%,"24,024.18","24,019.00","24,123.51","57,212,594"
29-Nov-2021,01:40,"24,025.89",+58.14,+0.24%,"23,990.30","23,973.08","24,055.68","61,723,936"
29-Nov-2021,01:35,"23,967.75",+57.26,+0.24%,"23,901.16","23,871.76","23,986.69","124,367,948"
29-Nov-2021,01:25,"23,910.49",-170.03,-0.71%,"23,910.49","23,910.49","23,910.49","44,370,548"
26-Nov-2021,08:10,"24,080.52",-15.24,-0.06%,"24,080.52","24,080.52","24,080.52","153,666,567"
26-Nov-2021,08:05,"24,095.76",+1.61,+0.01%,"24,095.76","24,095.76","24,095.76","671,500"
26-Nov-2021,08:00,"24,094.15",-3.01,-0.01%,"24,095.72","24,091.94","24,109.01","54,856,201"
26-Nov-2021,07:55,"24,097.16",-6.50,-0.03%,"24,101.99","24,094.26","24,109.37","43,743,209"
26-Nov-2021,07:50,"24,103.66",-5.88,-0.02%,"24,107.73","24,088.10","24,107.73","34,314,550"
26-Nov-2021,07:45,"24,109.54",+10.86,+0.05%,"24,099.07","24,090.51","24,110.71","37,650,873"
26-Nov-2021,07:40,"24,098.68",-6.28,-0.03%,"24,106.81","24,090.05","24,109.13","30,453,176"
26-Nov-2021,07:35,"24,104.96",+31.87,+0.13%,"24,073.53","24,065.75","24,112.49","32,272,085"
26-Nov-2021,07:30,"24,073.09",-27.71,-0.11%,"24,102.40","24,068.77","24,102.40","33,067,349"
26-Nov-2021,07:25,"24,100.80",+1.86,+0.01%,"24,097.09","24,095.61","24,120.82","29,560,182"
26-Nov-2021,07:20,"24,098.94",+24.07,+0.10%,"24,078.98","24,072.73","24,110.67","35,938,364"
26-Nov-2021,07:15,"24,074.87",-3.31,-0.01%,"24,079.17","24,062.26","24,081.74","18,005,288"
26-Nov-2021,07:10,"24,078.18",-74.43,-0.31%,"24,149.72","24,069.85","24,150.04","120,320,680"
26-Nov-2021,07:05,"24,152.61",-21.76,-0.09%,"24,173.92","24,144.63","24,174.37","20,596,637"
26-Nov-2021,07:00,"24,174.37",+6.27,+0.03%,"24,169.43","24,162.54","24,178.50","19,103,793"
26-Nov-2021,06:55,"24,168.10",+11.23,+0.05%,"24,155.51","24,155.51","24,172.66","22,441,067"
26-Nov-2021,06:50,"24,156.87",-10.62,-0.04%,"24,167.92","24,149.51","24,174.91","15,711,092"
26-Nov-2021,06:45,"24,167.49",-3.16,-0.01%,"24,172.92","24,151.65","24,174.06","16,837,986"
26-Nov-2021,06:40,"24,170.65",-8.93,-0.04%,"24,178.98","24,166.76","24,182.88","21,065,002"
26-Nov-2021,06:35,"24,179.58",-14.71,-0.06%,"24,193.65","24,168.43","24,202.94","20,062,792"
26-Nov-2021,06:30,"24,194.29",-1.66,-0.01%,"24,195.14","24,186.97","24,211.56","21,825,432"
26-Nov-2021,06:25,"24,195.95",+18.73,+0.08%,"24,175.13","24,168.96","24,197.36","16,895,548"
26-Nov-2021,06:20,"24,177.22",+2.59,+0.01%,"24,175.11","24,169.02","24,192.92","37,082,743"
26-Nov-2021,06:15,"24,174.63",+16.22,+0.07%,"24,156.37","24,156.37","24,174.95","14,831,986"
26-Nov-2021,06:10,"24,158.41",+7.54,+0.03%,"24,148.18","24,146.02","24,164.51","15,263,239"
26-Nov-2021,06:05,"24,150.87",-21.41,-0.09%,"24,171.62","24,146.85","24,171.62","11,563,985"
26-Nov-2021,06:00,"24,172.28",-0.39,-0.00%,"24,172.68","24,168.73","24,179.89","10,697,517"
26-Nov-2021,05:55,"24,172.67",-5.88,-0.02%,"24,180.52","24,164.35","24,180.87","38,913,848"
26-Nov-2021,05:50,"24,178.55",-6.58,-0.03%,"24,183.67","24,175.24","24,192.83","14,400,290"
26-Nov-2021,05:45,"24,185.13",+22.45,+0.09%,"24,159.30","24,159.30","24,188.02","12,113,940"
26-Nov-2021,05:40,"24,162.68",+9.50,+0.04%,"24,150.69","24,144.76","24,166.15","15,281,604"
26-Nov-2021,05:35,"24,153.18",+3.60,+0.01%,"24,146.12","24,140.57","24,165.21","13,168,539"
26-Nov-2021,05:30,"24,149.58",+28.18,+0.12%,"24,119.97","24,114.86","24,149.58","17,519,390"
26-Nov-2021,05:25,"24,121.40",-5.21,-0.02%,"24,126.89","24,112.52","24,126.89","35,635,828"
26-Nov-2021,05:20,"24,126.61",-34.93,-0.14%,"24,163.41","24,121.12","24,165.36","18,198,781"
26-Nov-2021,05:15,"24,161.54",-37.18,-0.15%,"24,198.90","24,160.80","24,204.42","25,517,545"
26-Nov-2021,05:10,"24,198.72",+7.95,+0.03%,"24,192.52","24,182.56","24,202.92","15,019,674"
26-Nov-2021,05:05,"24,190.77",-22.78,-0.09%,"24,224.24","24,177.43","24,224.24","27,434,826"
26-Nov-2021,04:10,"24,213.55",0.00,0.00%,"24,213.55","24,213.55","24,213.55",0
26-Nov-2021,04:05,"24,213.55",-1.39,-0.01%,"24,213.55","24,213.55","24,213.55","25,100"
26-Nov-2021,04:00,"24,214.94",-15.40,-0.06%,"24,228.61","24,199.19","24,229.77","10,361,348"
26-Nov-2021,03:55,"24,230.34",+0.04,+0.00%,"24,229.54","24,225.70","24,235.96","7,824,238"
26-Nov-2021,03:50,"24,230.30",+21.01,+0.09%,"24,209.08","24,206.09","24,232.31","16,260,840"
26-Nov-2021,03:45,"24,209.29",-8.27,-0.03%,"24,217.30","24,201.03","24,220.66","9,825,194"
26-Nov-2021,03:40,"24,217.56",-19.94,-0.08%,"24,238.31","24,213.02","24,238.31","12,370,391"
26-Nov-2021,03:35,"24,237.50",-25.88,-0.11%,"24,263.09","24,236.17","24,263.09","14,673,280"
26-Nov-2021,03:30,"24,263.38",+40.39,+0.17%,"24,225.24","24,218.93","24,263.38","17,215,498"
26-Nov-2021,03:25,"24,222.99",+8.99,+0.04%,"24,213.16","24,192.61","24,223.93","17,343,333"
26-Nov-2021,03:20,"24,214.00",-21.50,-0.09%,"24,235.81","24,214.00","24,237.68","22,260,194"
26-Nov-2021,03:15,"24,235.50",+5.93,+0.02%,"24,227.68","24,201.76","24,235.50","14,515,521"
26-Nov-2021,03:10,"24,229.57",-14.48,-0.06%,"24,243.35","24,215.95","24,246.56","18,783,745"
26-Nov-2021,03:05,"24,244.05",-22.94,-0.09%,"24,267.00","24,240.24","24,267.00","17,283,618"
26-Nov-2021,03:00,"24,266.99",-7.14,-0.03%,"24,275.05","24,264.74","24,281.55","21,402,939"
26-Nov-2021,02:55,"24,274.13",-17.47,-0.07%,"24,291.52","24,273.92","24,297.41","10,944,260"
26-Nov-2021,02:50,"24,291.60",+5.43,+0.02%,"24,287.41","24,282.59","24,300.32","16,867,340"
26-Nov-2021,02:45,"24,286.17",+13.36,+0.06%,"24,274.51","24,267.36","24,298.77","15,491,575"
26-Nov-2021,02:40,"24,272.81",+7.45,+0.03%,"24,265.81","24,264.11","24,281.62","20,615,708"
26-Nov-2021,02:35,"24,265.36",+7.76,+0.03%,"24,255.98","24,253.08","24,273.82","20,319,975"
26-Nov-2021,02:30,"24,257.60",-25.46,-0.10%,"24,279.43","24,256.64","24,285.21","11,131,161"
26-Nov-2021,02:25,"24,283.06",+0.59,+0.00%,"24,279.22","24,272.21","24,284.26","11,524,659"
26-Nov-2021,02:20,"24,282.47",-12.97,-0.05%,"24,296.89","24,275.38","24,301.06","16,387,447"
26-Nov-2021,02:15,"24,295.44",-41.40,-0.17%,"24,341.02","24,295.34","24,341.02","21,046,784"
26-Nov-2021,02:10,"24,336.84",+1.56,+0.01%,"24,336.24","24,325.83","24,348.88","22,225,804"
26-Nov-2021,02:05,"24,335.28",-17.52,-0.07%,"24,355.32","24,335.28","24,363.26","42,138,540"
26-Nov-2021,02:00,"24,352.80",+1.68,+0.01%,"24,353.60","24,311.02","24,356.46","27,224,780"
26-Nov-2021,01:55,"24,351.12",+5.48,+0.02%,"24,345.50","24,328.58","24,371.30","39,458,548"
26-Nov-2021,01:50,"24,345.64",+15.97,+0.07%,"24,328.81","24,320.88","24,357.26","26,434,821"
26-Nov-2021,01:45,"24,329.67",+33.45,+0.14%,"24,292.97","24,285.81","24,329.67","34,388,339"
26-Nov-2021,01:40,"24,296.22",-57.43,-0.24%,"24,353.86","24,291.85","24,353.86","50,343,675"
26-Nov-2021,01:35,"24,353.65",-149.03,-0.61%,"24,482.64","24,340.24","24,482.64","73,671,576"
26-Nov-2021,01:25,"24,502.68",-237.48,-0.96%,"24,502.68","24,502.68","24,502.68","22,059,766"
25-Nov-2021,08:10,"24,740.16",-4.80,-0.02%,"24,740.16","24,740.16","24,740.16","82,185,492"
25-Nov-2021,08:05,"24,744.96",-1.70,-0.01%,"24,744.96","24,744.96","24,744.96","168,800"
25-Nov-2021,08:00,"24,746.66",+1.65,+0.01%,"24,742.37","24,734.46","24,752.76","33,766,098"
25-Nov-2021,07:55,"24,745.01",+3.78,+0.02%,"24,741.08","24,734.12","24,748.56","21,650,057"
25-Nov-2021,07:50,"24,741.23",+7.43,+0.03%,"24,732.05","24,731.02","24,748.60","30,698,954"
25-Nov-2021,07:45,"24,733.80",-6.22,-0.03%,"24,739.60","24,729.72","24,746.18","17,204,695"
25-Nov-2021,07:40,"24,740.02",-1.15,-0.00%,"24,739.74","24,731.52","24,746.19","15,500,009"
25-Nov-2021,07:35,"24,741.17",+12.33,+0.05%,"24,727.21","24,727.21","24,751.92","16,625,816"
25-Nov-2021,07:30,"24,728.84",-7.96,-0.03%,"24,733.53","24,727.02","24,739.85","16,339,381"
25-Nov-2021,07:25,"24,736.80",+4.09,+0.02%,"24,730.50","24,721.94","24,739.18","15,261,900"
25-Nov-2021,07:20,"24,732.71",-9.02,-0.04%,"24,741.38","24,727.23","24,748.54","10,054,923"
25-Nov-2021,07:15,"24,741.73",-3.47,-0.01%,"24,745.93","24,735.29","24,759.09","13,747,006"
25-Nov-2021,07:10,"24,745.20",+6.10,+0.02%,"24,738.70","24,736.16","24,750.26","9,658,089"
25-Nov-2021,07:05,"24,739.10",-0.18,-0.00%,"24,739.82","24,730.47","24,744.56","11,918,529"
25-Nov-2021,07:00,"24,739.28",+2.30,+0.01%,"24,734.59","24,723.41","24,741.41","14,391,888"
25-Nov-2021,06:55,"24,736.98",-16.59,-0.07%,"24,755.66","24,735.71","24,757.44","16,100,493"
25-Nov-2021,06:50,"24,753.57",+15.69,+0.06%,"24,737.27","24,731.18","24,761.04","9,671,487"
25-Nov-2021,06:45,"24,737.88",+22.86,+0.09%,"24,714.13","24,709.88","24,745.65","10,186,265"
25-Nov-2021,06:40,"24,715.02",+3.06,+0.01%,"24,710.77","24,704.69","24,723.95","9,183,208"
25-Nov-2021,06:35,"24,711.96",-4.86,-0.02%,"24,729.04","24,703.36","24,729.04","11,013,390"
25-Nov-2021,06:30,"24,716.82",+3.97,+0.02%,"24,725.50","24,709.46","24,726.49","11,438,598"
25-Nov-2021,06:25,"24,712.85",+11.04,+0.04%,"24,714.81","24,705.75","24,718.14","9,351,620"
25-Nov-2021,06:20,"24,701.81",-22.39,-0.09%,"24,723.34","24,698.06","24,723.84","9,715,955"
25-Nov-2021,06:15,"24,724.20",-5.18,-0.02%,"24,732.50","24,715.18","24,736.75","15,024,598"
25-Nov-2021,06:10,"24,729.38",-15.06,-0.06%,"24,742.45","24,728.28","24,742.87","14,967,997"
25-Nov-2021,06:05,"24,744.44",-7.71,-0.03%,"24,753.60","24,737.69","24,757.49","13,726,716"
25-Nov-2021,06:00,"24,752.15",+24.58,+0.10%,"24,725.95","24,723.76","24,756.48","17,342,465"
25-Nov-2021,05:55,"24,727.57",+4.25,+0.02%,"24,724.64","24,718.55","24,731.16","10,332,325"
25-Nov-2021,05:50,"24,723.32",-1.36,-0.01%,"24,724.61","24,716.41","24,730.80","11,414,484"
25-Nov-2021,05:45,"24,724.68",-31.71,-0.13%,"24,755.11","24,723.09","24,758.88","12,489,289"
25-Nov-2021,05:40,"24,756.39",+24.79,+0.10%,"24,732.46","24,730.15","24,762.61","15,017,641"
25-Nov-2021,05:35,"24,731.60",+4.00,+0.02%,"24,727.20","24,722.74","24,741.62","21,146,543"
