30-Sep-2021,09:10,"24,575.64",+36.63,+0.15%,"24,575.64","24,575.64","24,575.64","293,225,559"
30-Sep-2021,09:05,"24,539.01",+4.73,+0.02%,"24,539.01","24,539.01","24,539.01","210,000"
30-Sep-2021,09:00,"24,534.28",+2.78,+0.01%,"24,524.66","24,519.67","24,542.79","54,148,381"
30-Sep-2021,08:55,"24,531.50",-3.88,-0.02%,"24,538.22","24,517.72","24,543.98","39,081,064"
30-Sep-2021,08:50,"24,535.38",+0.41,+0.00%,"24,536.55","24,529.71","24,546.42","37,430,581"
30-Sep-2021,08:45,"24,534.97",+8.87,+0.04%,"24,524.29","24,519.30","24,540.19","20,898,029"
30-Sep-2021,08:40,"24,526.10",-3.14,-0.01%,"24,530.57","24,517.35","24,534.28","20,728,338"
30-Sep-2021,08:35,"24,529.24",-2.81,-0.01%,"24,532.87","24,528.06","24,540.80","13,947,591"
30-Sep-2021,08:30,"24,532.05",-17.80,-0.07%,"24,547.24","24,531.03","24,553.82","13,879,925"
30-Sep-2021,08:25,"24,549.85",-5.98,-0.02%,"24,557.53","24,546.09","24,564.31","14,942,916"
30-Sep-2021,08:20,"24,555.83",+28.10,+0.11%,"24,529.25","24,527.06","24,557.64","12,896,229"
30-Sep-2021,08:15,"24,527.73",-1.40,-0.01%,"24,529.80","24,518.08","24,536.80","11,309,630"
30-Sep-2021,08:10,"24,529.13",-30.15,-0.12%,"24,554.38","24,525.06","24,564.68","15,490,281"
30-Sep-2021,08:05,"24,559.28",-35.31,-0.14%,"24,594.31","24,550.79","24,601.91","28,706,909"
30-Sep-2021,08:00,"24,594.59",-17.87,-0.07%,"24,611.97","24,590.32","24,614.93","11,430,914"
30-Sep-2021,07:55,"24,612.46",+24.54,+0.10%,"24,588.31","24,586.45","24,613.56","10,878,267"
30-Sep-2021,07:50,"24,587.92",-12.00,-0.05%,"24,601.17","24,586.52","24,602.55","13,182,783"
30-Sep-2021,07:45,"24,599.92",+9.89,+0.04%,"24,589.51","24,586.15","24,610.16","13,682,016"
30-Sep-2021,07:40,"24,590.03",+11.06,+0.04%,"24,574.55","24,573.37","24,594.63","7,694,988"
30-Sep-2021,07:35,"24,578.97",-29.67,-0.12%,"24,608.64","24,566.15","24,608.64","19,719,520"
30-Sep-2021,07:30,"24,608.64",-19.80,-0.08%,"24,628.73","24,603.91","24,628.73","13,893,217"
30-Sep-2021,07:25,"24,628.44",-11.83,-0.05%,"24,641.62","24,627.81","24,660.68","15,385,319"
30-Sep-2021,07:20,"24,640.27",+63.75,+0.26%,"24,576.33","24,576.33","24,646.55","43,538,737"
30-Sep-2021,07:15,"24,576.52",+17.41,+0.07%,"24,562.90","24,556.08","24,578.49","12,823,227"
30-Sep-2021,07:10,"24,559.11",+16.35,+0.07%,"24,542.27","24,539.77","24,563.91","12,696,233"
30-Sep-2021,07:05,"24,542.76",+5.40,+0.02%,"24,537.36","24,530.22","24,557.79","16,913,165"
30-Sep-2021,07:00,"24,537.36",+9.17,+0.04%,"24,528.19","24,523.05","24,543.38","13,883,808"
30-Sep-2021,06:55,"24,528.19",+16.71,+0.07%,"24,510.23","24,510.23","24,537.82","17,685,401"
30-Sep-2021,06:50,"24,511.48",-10.63,-0.04%,"24,522.97","24,508.10","24,523.84","11,094,538"
30-Sep-2021,06:45,"24,522.11",-18.00,-0.07%,"24,539.92","24,521.65","24,546.47","12,961,666"
30-Sep-2021,06:40,"24,540.11",+29.74,+0.12%,"24,512.72","24,509.78","24,547.36","15,209,122"
30-Sep-2021,06:35,"24,510.37",+16.00,+0.07%,"24,494.54","24,494.08","24,517.64","22,579,848"
30-Sep-2021,06:30,"24,494.37",+25.16,+0.10%,"24,467.37","24,467.37","24,499.17","8,650,572"
30-Sep-2021,06:25,"24,469.21",+2.05,+0.01%,"24,463.36","24,461.71","24,487.20","9,103,018"
30-Sep-2021,06:20,"24,467.16",-14.97,-0.06%,"24,482.13","24,466.27","24,495.46","14,785,029"
30-Sep-2021,06:15,"24,482.13",-10.16,-0.04%,"24,494.76","24,479.87","24,510.63","20,982,741"
30-Sep-2021,06:10,"24,492.29",+5.14,+0.02%,"24,486.64","24,464.69","24,496.57","12,060,211"
30-Sep-2021,06:05,"24,487.15",+36.42,+0.15%,"24,450.17","24,445.79","24,487.37","24,020,178"
30-Sep-2021,05:10,"24,450.73",0.00,0.00%,"24,450.73","24,450.73","24,450.73",0
30-Sep-2021,05:05,"24,450.73",+1.95,+0.01%,"24,450.73","24,450.73","24,450.73","12,600"
30-Sep-2021,05:00,"24,448.78",+9.60,+0.04%,"24,442.03","24,439.54","24,456.02","9,845,782"
30-Sep-2021,04:55,"24,439.18",-2.21,-0.01%,"24,441.61","24,435.48","24,446.46","6,961,980"
30-Sep-2021,04:50,"24,441.39",+19.34,+0.08%,"24,421.86","24,419.11","24,441.90","9,013,532"
30-Sep-2021,04:45,"24,422.05",+17.51,+0.07%,"24,404.87","24,404.35","24,424.77","11,489,838"
