Local Date,Local Time,Close,Net,%Chg,Open,Low,High,Volume
11-Feb-2022,07:10,"24,836.45",+52.45,+0.21%,"24,788.03","24,782.94","24,836.45","29,528,707"
11-Feb-2022,07:05,"24,784.00",-7.81,-0.03%,"24,797.35","24,783.38","24,800.58","19,429,337"
11-Feb-2022,07:00,"24,791.81",+0.39,+0.00%,"24,785.48","24,784.59","24,801.24","33,855,168"
11-Feb-2022,06:55,"24,791.42",+30.16,+0.12%,"24,759.27","24,755.23","24,795.55","52,023,370"
11-Feb-2022,06:50,"24,761.26",-10.94,-0.04%,"24,773.85","24,754.74","24,773.85","28,516,050"
11-Feb-2022,06:45,"24,772.20",-2.04,-0.01%,"24,776.94","24,765.29","24,776.94","19,857,213"
11-Feb-2022,06:40,"24,774.24",-20.24,-0.08%,"24,796.01","24,773.89","24,796.01","18,136,776"
11-Feb-2022,06:35,"24,794.48",+13.95,+0.06%,"24,780.36","24,778.79","24,804.86","24,303,596"
11-Feb-2022,06:30,"24,780.53",-5.94,-0.02%,"24,786.74","24,774.64","24,789.81","76,230,390"
11-Feb-2022,06:25,"24,786.47",+9.06,+0.04%,"24,775.95","24,775.25","24,804.52","29,677,829"
11-Feb-2022,06:20,"24,777.41",-2.88,-0.01%,"24,776.75","24,768.79","24,782.34","20,020,692"
11-Feb-2022,06:15,"24,780.29",+13.13,+0.05%,"24,768.57","24,766.38","24,792.43","18,379,476"
11-Feb-2022,06:10,"24,767.16",+9.33,+0.04%,"24,756.35","24,743.01","24,770.36","21,375,326"
11-Feb-2022,06:05,"24,757.83",-5.07,-0.02%,"24,767.76","24,744.36","24,767.76","25,013,260"
11-Feb-2022,06:00,"24,762.90",-6.10,-0.02%,"24,768.68","24,755.44","24,773.26","19,984,506"
11-Feb-2022,05:55,"24,769.00",-19.98,-0.08%,"24,790.45","24,761.51","24,801.89","36,595,962"
11-Feb-2022,05:50,"24,788.98",+11.00,+0.04%,"24,778.09","24,775.76","24,805.52","28,922,151"
11-Feb-2022,05:45,"24,777.98",-1.58,-0.01%,"24,781.01","24,760.47","24,781.01","25,925,841"
11-Feb-2022,05:40,"24,779.56",+10.24,+0.04%,"24,769.98","24,762.73","24,782.64","29,729,289"
11-Feb-2022,05:35,"24,769.32",-30.08,-0.12%,"24,797.82","24,766.13","24,802.71","30,186,488"
11-Feb-2022,05:30,"24,799.40",-26.86,-0.11%,"24,827.32","24,796.90","24,827.32","23,172,139"
11-Feb-2022,05:25,"24,826.26",-16.97,-0.07%,"24,840.77","24,817.06","24,862.46","24,797,510"
11-Feb-2022,05:20,"24,843.23",+15.29,+0.06%,"24,827.74","24,821.28","24,850.54","25,924,646"
11-Feb-2022,05:15,"24,827.94",+23.01,+0.09%,"24,805.63","24,801.43","24,827.94","36,307,956"
11-Feb-2022,05:10,"24,804.93",-37.31,-0.15%,"24,842.07","24,794.29","24,843.70","56,946,010"
11-Feb-2022,05:05,"24,842.24",-101.41,-0.41%,"24,922.92","24,829.14","24,922.92","103,461,850"
11-Feb-2022,04:10,"24,943.65",0.00,0.00%,"24,943.65","24,943.65","24,943.65",0
11-Feb-2022,04:05,"24,943.65",+0.10,+0.00%,"24,943.65","24,943.65","24,943.65","44,500"
11-Feb-2022,04:00,"24,943.55",+7.39,+0.03%,"24,939.02","24,933.45","24,944.04","39,297,108"
11-Feb-2022,03:55,"24,936.16",-1.56,-0.01%,"24,938.69","24,932.67","24,947.98","17,334,606"
11-Feb-2022,03:50,"24,937.72",+14.96,+0.06%,"24,921.44","24,917.26","24,937.72","23,237,100"
11-Feb-2022,03:45,"24,922.76",+11.67,+0.05%,"24,909.25","24,907.94","24,927.01","21,173,995"
11-Feb-2022,03:40,"24,911.09",-23.30,-0.09%,"24,934.13","24,906.52","24,939.08","22,689,955"
11-Feb-2022,03:35,"24,934.39",-22.86,-0.09%,"24,957.81","24,934.11","24,957.81","61,181,774"
11-Feb-2022,03:30,"24,957.25",+40.84,+0.16%,"24,917.41","24,902.77","24,957.25","34,923,213"
11-Feb-2022,03:25,"24,916.41",+2.23,+0.01%,"24,915.92","24,901.83","24,922.91","30,347,898"
11-Feb-2022,03:20,"24,914.18",+38.87,+0.16%,"24,875.01","24,874.43","24,922.37","37,882,949"
11-Feb-2022,03:15,"24,875.31",-10.03,-0.04%,"24,887.44","24,867.04","24,889.44","36,193,211"
11-Feb-2022,03:10,"24,885.34",-18.65,-0.07%,"24,902.87","24,874.48","24,902.87","38,960,780"
11-Feb-2022,03:05,"24,903.99",-1.22,-0.00%,"24,905.66","24,901.11","24,928.12","33,607,667"
11-Feb-2022,03:00,"24,905.21",+31.36,+0.13%,"24,869.58","24,869.58","24,908.72","45,437,697"
11-Feb-2022,02:55,"24,873.85",+7.37,+0.03%,"24,868.86","24,863.20","24,879.91","36,900,897"
11-Feb-2022,02:50,"24,866.48",+11.66,+0.05%,"24,850.89","24,845.73","24,866.52","28,856,766"
11-Feb-2022,02:45,"24,854.82",-15.50,-0.06%,"24,870.73","24,851.29","24,874.13","24,952,017"
11-Feb-2022,02:40,"24,870.32",+17.76,+0.07%,"24,854.26","24,848.42","24,874.68","24,060,921"
11-Feb-2022,02:35,"24,852.56",+33.07,+0.13%,"24,821.33","24,820.66","24,858.87","34,350,112"
11-Feb-2022,02:30,"24,819.49",+11.45,+0.05%,"24,808.25","24,800.00","24,835.58","29,576,011"
11-Feb-2022,02:25,"24,808.04",-29.27,-0.12%,"24,836.87","24,806.16","24,839.96","31,928,334"
11-Feb-2022,02:20,"24,837.31",+24.83,+0.10%,"24,810.98","24,810.25","24,848.40","27,181,737"
11-Feb-2022,02:15,"24,812.48",-3.96,-0.02%,"24,816.95","24,790.65","24,819.74","24,479,347"
11-Feb-2022,02:10,"24,816.44",-12.22,-0.05%,"24,830.75","24,809.74","24,838.25","40,617,657"
11-Feb-2022,02:05,"24,828.66",-2.28,-0.01%,"24,835.29","24,819.63","24,853.34","28,028,955"
11-Feb-2022,02:00,"24,830.94",-69.06,-0.28%,"24,902.27","24,825.36","24,909.93","26,918,892"
11-Feb-2022,01:55,"24,900.00",+19.20,+0.08%,"24,878.14","24,865.94","24,911.12","48,000,873"
11-Feb-2022,01:50,"24,880.80",-21.89,-0.09%,"24,898.37","24,868.86","24,899.82","46,105,104"
11-Feb-2022,01:45,"24,902.69",-24.71,-0.10%,"24,922.77","24,902.69","24,938.36","45,735,947"
11-Feb-2022,01:40,"24,927.40",+63.22,+0.25%,"24,861.25","24,842.08","24,945.60","39,787,295"
11-Feb-2022,01:35,"24,864.18",+26.98,+0.11%,"24,816.72","24,732.65","24,868.27","56,424,904"
11-Feb-2022,01:25,"24,837.20",-87.15,-0.35%,"24,837.20","24,837.20","24,837.20","48,592,695"
10-Feb-2022,08:10,"24,924.35",+46.11,+0.19%,"24,924.35","24,924.35","24,924.35","218,290,156"
10-Feb-2022,08:05,"24,878.24",+1.11,+0.00%,"24,878.24","24,878.24","24,878.24","60,000"
10-Feb-2022,08:00,"24,877.13",+6.33,+0.03%,"24,871.90","24,863.23","24,885.99","66,456,818"
10-Feb-2022,07:55,"24,870.80",+0.41,+0.00%,"24,866.40","24,850.19","24,875.44","51,071,256"
10-Feb-2022,07:50,"24,870.39",+5.54,+0.02%,"24,865.02","24,858.77","24,873.47","31,762,366"
10-Feb-2022,07:45,"24,864.85",+2.78,+0.01%,"24,863.31","24,855.49","24,867.42","19,519,715"
10-Feb-2022,07:40,"24,862.07",+13.16,+0.05%,"24,848.34","24,841.98","24,863.43","62,747,536"
10-Feb-2022,07:35,"24,848.91",-5.51,-0.02%,"24,852.06","24,840.51","24,858.90","44,346,677"
10-Feb-2022,07:30,"24,854.42",+1.68,+0.01%,"24,853.15","24,848.25","24,870.64","32,587,937"
10-Feb-2022,07:25,"24,852.74",+4.14,+0.02%,"24,851.15","24,847.61","24,862.45","22,834,479"
10-Feb-2022,07:20,"24,848.60",+3.09,+0.01%,"24,840.10","24,839.67","24,857.26","20,455,858"
10-Feb-2022,07:15,"24,845.51",+17.56,+0.07%,"24,828.96","24,827.44","24,849.90","17,742,318"
10-Feb-2022,07:10,"24,827.95",-16.63,-0.07%,"24,845.21","24,826.43","24,847.79","23,709,815"
10-Feb-2022,07:05,"24,844.58",+0.54,+0.00%,"24,845.66","24,834.78","24,851.64","15,962,248"
10-Feb-2022,07:00,"24,844.04",+1.05,+0.00%,"24,841.09","24,836.51","24,849.74","14,643,987"
10-Feb-2022,06:55,"24,842.99",-8.45,-0.03%,"24,851.83","24,840.57","24,857.87","19,842,825"
10-Feb-2022,06:50,"24,851.44",-15.65,-0.06%,"24,866.18","24,850.03","24,872.11","20,786,174"
10-Feb-2022,06:45,"24,867.09",+19.90,+0.08%,"24,852.24","24,851.37","24,867.09","20,481,592"
10-Feb-2022,06:40,"24,847.19",+26.30,+0.11%,"24,822.61","24,822.61","24,856.89","25,817,218"
10-Feb-2022,06:35,"24,820.89",-1.13,-0.00%,"24,820.16","24,812.23","24,826.88","17,187,251"
10-Feb-2022,06:30,"24,822.02",+20.75,+0.08%,"24,801.27","24,798.27","24,822.02","29,607,537"
10-Feb-2022,06:25,"24,801.27",+5.88,+0.02%,"24,795.87","24,792.03","24,807.82","21,495,059"
10-Feb-2022,06:20,"24,795.39",+3.59,+0.01%,"24,791.01","24,785.67","24,801.95","12,832,367"
10-Feb-2022,06:15,"24,791.80",+11.07,+0.04%,"24,780.75","24,774.70","24,792.07","12,590,541"
10-Feb-2022,06:10,"24,780.73",-16.59,-0.07%,"24,797.07","24,779.65","24,804.57","17,630,866"
10-Feb-2022,06:05,"24,797.32",+16.61,+0.07%,"24,783.50","24,783.50","24,805.26","19,985,135"
10-Feb-2022,06:00,"24,780.71",+39.85,+0.16%,"24,740.03","24,735.88","24,783.01","27,008,096"
10-Feb-2022,05:55,"24,740.86",-3.06,-0.01%,"24,741.26","24,739.39","24,754.87","18,962,324"
10-Feb-2022,05:50,"24,743.92",+18.32,+0.07%,"24,727.41","24,723.48","24,745.95","16,469,992"
10-Feb-2022,05:45,"24,725.60",-7.54,-0.03%,"24,734.72","24,724.62","24,738.04","9,961,649"
10-Feb-2022,05:40,"24,733.14",+0.85,+0.00%,"24,732.13","24,726.06","24,744.84","24,950,405"
10-Feb-2022,05:35,"24,732.29",-28.47,-0.11%,"24,762.54","24,728.58","24,763.42","14,931,613"
10-Feb-2022,05:30,"24,760.76",+16.42,+0.07%,"24,742.94","24,734.51","24,761.77","20,096,601"
10-Feb-2022,05:25,"24,744.34",-5.90,-0.02%,"24,750.92","24,741.06","24,757.67","16,008,601"
10-Feb-2022,05:20,"24,750.24",+1.75,+0.01%,"24,750.57","24,741.72","24,765.93","33,455,083"
10-Feb-2022,05:15,"24,748.49",-4.85,-0.02%,"24,754.74","24,740.84","24,756.51","12,796,465"
10-Feb-2022,05:10,"24,753.34",-17.14,-0.07%,"24,767.93","24,747.32","24,774.15","19,023,655"
10-Feb-2022,05:05,"24,770.48",+60.46,+0.24%,"24,713.46","24,711.31","24,773.74","51,560,995"
10-Feb-2022,04:10,"24,710.02",0.00,0.00%,"24,710.02","24,710.02","24,710.02",0
10-Feb-2022,04:05,"24,710.02",-1.42,-0.01%,"24,710.02","24,710.02","24,710.02","96,750"
10-Feb-2022,04:00,"24,711.44",+3.32,+0.01%,"24,710.45","24,698.94","24,713.75","14,237,829"
10-Feb-2022,03:55,"24,708.12",-10.91,-0.04%,"24,709.29","24,697.51","24,718.34","28,132,824"
10-Feb-2022,03:50,"24,719.03",-6.03,-0.02%,"24,721.74","24,709.33","24,723.09","15,959,739"
10-Feb-2022,03:45,"24,725.06",-13.80,-0.06%,"24,739.06","24,723.31","24,743.01","48,516,210"
10-Feb-2022,03:40,"24,738.86",+21.48,+0.09%,"24,717.13","24,712.94","24,740.68","25,049,056"
10-Feb-2022,03:35,"24,717.38",+43.66,+0.18%,"24,672.90","24,670.06","24,720.11","41,698,871"
10-Feb-2022,03:30,"24,673.72",+1.73,+0.01%,"24,666.13","24,649.74","24,686.19","15,054,322"
10-Feb-2022,03:25,"24,671.99",-21.36,-0.09%,"24,694.94","24,663.72","24,703.43","24,573,622"
10-Feb-2022,03:20,"24,693.35",-14.60,-0.06%,"24,710.76","24,687.34","24,712.82","19,744,329"
10-Feb-2022,03:15,"24,707.95",-9.67,-0.04%,"24,716.86","24,706.67","24,729.48","16,074,380"
10-Feb-2022,03:10,"24,717.62",-0.56,-0.00%,"24,718.70","24,708.78","24,727.43","23,114,029"
10-Feb-2022,03:05,"24,718.18",-37.17,-0.15%,"24,755.70","24,717.65","24,762.79","25,440,743"
10-Feb-2022,03:00,"24,755.35",-16.07,-0.06%,"24,772.31","24,755.35","24,774.94","17,908,102"
10-Feb-2022,02:55,"24,771.42",-20.14,-0.08%,"24,792.29","24,765.51","24,798.22","26,161,146"
10-Feb-2022,02:50,"24,791.56",+12.66,+0.05%,"24,779.83","24,779.42","24,799.68","28,659,539"
10-Feb-2022,02:45,"24,778.90",-29.38,-0.12%,"24,805.81","24,778.90","24,814.08","27,809,254"
10-Feb-2022,02:40,"24,808.28",+43.62,+0.18%,"24,764.94","24,755.23","24,811.40","38,737,173"
10-Feb-2022,02:35,"24,764.66",+8.62,+0.03%,"24,757.06","24,746.69","24,768.43","16,926,805"
10-Feb-2022,02:30,"24,756.04",-9.05,-0.04%,"24,763.34","24,741.35","24,777.34","21,241,105"
10-Feb-2022,02:25,"24,765.09",-11.85,-0.05%,"24,776.80","24,761.04","24,779.09","27,605,384"
10-Feb-2022,02:20,"24,776.94",-45.62,-0.18%,"24,824.62","24,776.62","24,829.16","29,977,352"
10-Feb-2022,02:15,"24,822.56",+11.81,+0.05%,"24,803.62","24,795.78","24,830.89","29,400,863"
10-Feb-2022,02:10,"24,810.75",+17.46,+0.07%,"24,794.73","24,791.45","24,826.29","31,066,734"
10-Feb-2022,02:05,"24,793.29",+26.75,+0.11%,"24,763.14","24,759.53","24,798.59","32,846,838"
10-Feb-2022,02:00,"24,766.54",-8.79,-0.04%,"24,776.78","24,745.50","24,778.97","38,376,148"
10-Feb-2022,01:55,"24,775.33",-73.95,-0.30%,"24,850.55","24,775.33","24,852.69","44,353,980"
10-Feb-2022,01:50,"24,849.28",+22.54,+0.09%,"24,825.79","24,819.69","24,851.47","60,210,245"
10-Feb-2022,01:45,"24,826.74",-29.61,-0.12%,"24,859.41","24,826.74","24,875.88","29,458,935"
10-Feb-2022,01:40,"24,856.35",-76.35,-0.31%,"24,933.64","24,850.04","24,949.05","49,597,378"
10-Feb-2022,01:35,"24,932.70",-117.89,-0.47%,"25,025.02","24,919.93","25,030.19","77,214,131"
10-Feb-2022,01:25,"25,050.59",+220.60,+0.89%,"25,050.59","25,050.59","25,050.59","47,017,057"
09-Feb-2022,08:10,"24,829.99",+29.97,+0.12%,"24,829.99","24,829.99","24,829.99","192,106,258"
09-Feb-2022,08:05,"24,800.02",+3.10,+0.01%,"24,800.02","24,800.02","24,800.02","186,200"
09-Feb-2022,08:00,"24,796.92",+14.72,+0.06%,"24,780.64","24,778.69","24,800.61","56,928,145"
09-Feb-2022,07:55,"24,782.20",+13.60,+0.05%,"24,767.46","24,761.30","24,782.96","38,403,368"
09-Feb-2022,07:50,"24,768.60",-4.05,-0.02%,"24,768.87","24,762.22","24,774.56","45,522,410"
09-Feb-2022,07:45,"24,772.65",-10.89,-0.04%,"24,783.48","24,768.24","24,786.73","39,772,738"
09-Feb-2022,07:40,"24,783.54",+4.42,+0.02%,"24,777.76","24,777.76","24,791.25","26,703,013"
09-Feb-2022,07:35,"24,779.12",+5.71,+0.02%,"24,773.59","24,773.59","24,791.90","35,996,078"
09-Feb-2022,07:30,"24,773.41",-20.07,-0.08%,"24,792.62","24,772.31","24,794.81","31,821,078"
09-Feb-2022,07:25,"24,793.48",-5.91,-0.02%,"24,797.70","24,786.37","24,799.41","49,504,787"
09-Feb-2022,07:20,"24,799.39",-2.46,-0.01%,"24,797.42","24,790.58","24,806.94","53,982,621"
09-Feb-2022,07:15,"24,801.85",+17.77,+0.07%,"24,784.69","24,777.71","24,805.28","25,995,928"
09-Feb-2022,07:10,"24,784.08",-1.88,-0.01%,"24,783.43","24,766.81","24,785.36","19,258,998"
09-Feb-2022,07:05,"24,785.96",+5.36,+0.02%,"24,781.22","24,777.74","24,792.36","19,691,373"
09-Feb-2022,07:00,"24,780.60",-14.52,-0.06%,"24,793.96","24,778.35","24,799.82","25,377,675"
09-Feb-2022,06:55,"24,795.12",-6.55,-0.03%,"24,800.43","24,784.73","24,805.03","15,115,005"
09-Feb-2022,06:50,"24,801.67",-4.37,-0.02%,"24,806.26","24,800.47","24,816.66","18,124,976"
09-Feb-2022,06:45,"24,806.04",-10.06,-0.04%,"24,816.55","24,793.22","24,816.55","17,442,173"
09-Feb-2022,06:40,"24,816.10",-2.80,-0.01%,"24,818.89","24,811.22","24,833.67","22,248,898"
09-Feb-2022,06:35,"24,818.90",+19.22,+0.08%,"24,801.07","24,794.28","24,826.05","22,700,963"
09-Feb-2022,06:30,"24,799.68",-11.23,-0.05%,"24,821.36","24,792.19","24,826.48","17,551,404"
09-Feb-2022,06:25,"24,810.91",+21.35,+0.09%,"24,792.28","24,790.42","24,813.63","18,668,449"
09-Feb-2022,06:20,"24,789.56",-6.00,-0.02%,"24,795.56","24,789.56","24,806.36","15,881,369"
09-Feb-2022,06:15,"24,795.56",-17.35,-0.07%,"24,813.01","24,785.39","24,815.40","22,080,369"
09-Feb-2022,06:10,"24,812.91",+1.58,+0.01%,"24,813.10","24,810.88","24,823.60","18,016,727"
09-Feb-2022,06:05,"24,811.33",-6.05,-0.02%,"24,814.25","24,808.16","24,830.80","36,755,592"
09-Feb-2022,06:00,"24,817.38",-16.00,-0.06%,"24,831.79","24,816.30","24,833.71","25,867,982"
09-Feb-2022,05:55,"24,833.38",-16.71,-0.07%,"24,848.01","24,833.19","24,859.55","20,913,196"
09-Feb-2022,05:50,"24,850.09",-4.85,-0.02%,"24,853.50","24,848.42","24,865.65","21,926,010"
09-Feb-2022,05:45,"24,854.94",+26.47,+0.11%,"24,828.15","24,825.32","24,857.05","54,802,185"
09-Feb-2022,05:40,"24,828.47",-12.39,-0.05%,"24,843.91","24,824.26","24,843.91","108,777,572"
09-Feb-2022,05:35,"24,840.86",-32.72,-0.13%,"24,874.54","24,840.07","24,877.11","31,453,446"
09-Feb-2022,05:30,"24,873.58",-2.56,-0.01%,"24,875.75","24,862.40","24,881.04","23,801,706"
09-Feb-2022,05:25,"24,876.14",+21.31,+0.09%,"24,855.62","24,851.70","24,896.43","28,020,740"
09-Feb-2022,05:20,"24,854.83",-14.32,-0.06%,"24,866.77","24,849.79","24,869.05","29,568,938"
09-Feb-2022,05:15,"24,869.15",-7.64,-0.03%,"24,875.49","24,867.97","24,884.42","28,436,279"
09-Feb-2022,05:10,"24,876.79",+16.63,+0.07%,"24,858.43","24,852.31","24,878.36","25,597,553"
09-Feb-2022,05:05,"24,860.16",+52.00,+0.21%,"24,821.41","24,821.41","24,861.76","44,593,203"
09-Feb-2022,04:10,"24,808.16",0.00,0.00%,"24,808.16","24,808.16","24,808.16",0
09-Feb-2022,04:05,"24,808.16",-0.65,-0.00%,"24,808.16","24,808.16","24,808.16","8,450"
09-Feb-2022,04:00,"24,808.81",-16.84,-0.07%,"24,826.23","24,802.41","24,826.23","14,669,625"
09-Feb-2022,03:55,"24,825.65",+8.73,+0.04%,"24,816.57","24,812.28","24,829.32","17,732,875"
09-Feb-2022,03:50,"24,816.92",-12.54,-0.05%,"24,828.24","24,816.44","24,831.07","27,338,285"
09-Feb-2022,03:45,"24,829.46",+3.29,+0.01%,"24,824.49","24,815.02","24,834.93","26,186,643"
09-Feb-2022,03:40,"24,826.17",+9.48,+0.04%,"24,815.83","24,809.06","24,828.63","24,111,716"
09-Feb-2022,03:35,"24,816.69",+4.26,+0.02%,"24,812.63","24,802.00","24,816.69","23,608,495"
09-Feb-2022,03:30,"24,812.43",+25.39,+0.10%,"24,786.29","24,783.36","24,818.00","45,363,940"
09-Feb-2022,03:25,"24,787.04",-1.93,-0.01%,"24,789.28","24,782.50","24,804.52","30,432,057"
09-Feb-2022,03:20,"24,788.97",-1.16,-0.00%,"24,790.37","24,772.35","24,791.33","34,768,306"
09-Feb-2022,03:15,"24,790.13",-1.86,-0.01%,"24,795.68","24,779.92","24,796.02","27,054,733"
09-Feb-2022,03:10,"24,791.99",+18.45,+0.07%,"24,775.26","24,764.82","24,792.93","42,335,461"
09-Feb-2022,03:05,"24,773.54",+41.97,+0.17%,"24,728.33","24,726.53","24,779.54","33,841,065"
09-Feb-2022,03:00,"24,731.57",-10.10,-0.04%,"24,741.45","24,722.65","24,750.04","28,790,220"
09-Feb-2022,02:55,"24,741.67",-3.30,-0.01%,"24,744.71","24,720.42","24,752.11","20,346,377"
09-Feb-2022,02:50,"24,744.97",+0.14,+0.00%,"24,742.64","24,739.28","24,758.26","17,882,687"
09-Feb-2022,02:45,"24,744.83",-6.62,-0.03%,"24,746.77","24,737.72","24,755.41","22,272,326"
09-Feb-2022,02:40,"24,751.45",-18.25,-0.07%,"24,768.15","24,741.92","24,768.99","31,773,052"
09-Feb-2022,02:35,"24,769.70",+9.58,+0.04%,"24,758.63","24,748.37","24,784.45","41,363,782"
09-Feb-2022,02:30,"24,760.12",-9.53,-0.04%,"24,771.83","24,753.53","24,800.54","31,150,551"
09-Feb-2022,02:25,"24,769.65",+36.22,+0.15%,"24,736.05","24,735.87","24,770.76","23,376,102"
09-Feb-2022,02:20,"24,733.43",+0.59,+0.00%,"24,732.57","24,713.86","24,746.76","26,815,211"
09-Feb-2022,02:15,"24,732.84",-47.65,-0.19%,"24,783.62","24,726.88","24,783.62","52,250,750"
09-Feb-2022,02:10,"24,780.49",-29.94,-0.12%,"24,811.03","24,775.10","24,817.58","23,452,718"
09-Feb-2022,02:05,"24,810.43",+23.01,+0.09%,"24,788.72","24,775.81","24,814.71","83,418,232"
09-Feb-2022,02:00,"24,787.42",+26.03,+0.11%,"24,765.58","24,765.58","24,805.46","44,774,886"
09-Feb-2022,01:55,"24,761.39",-22.27,-0.09%,"24,785.20","24,752.89","24,802.20","24,174,575"
09-Feb-2022,01:50,"24,783.66",-7.78,-0.03%,"24,793.88","24,773.86","24,822.18","51,275,617"
09-Feb-2022,01:45,"24,791.44",-39.01,-0.16%,"24,828.07","24,788.56","24,838.66","71,035,339"
09-Feb-2022,01:40,"24,830.45",+83.76,+0.34%,"24,746.13","24,719.87","24,833.60","71,938,329"
09-Feb-2022,01:35,"24,746.69",+19.35,+0.08%,"24,732.43","24,690.45","24,751.92","94,617,386"
09-Feb-2022,01:25,"24,727.34",+397.85,+1.64%,"24,727.34","24,727.34","24,727.34","73,368,518"
08-Feb-2022,08:10,"24,329.49",-16.46,-0.07%,"24,329.49","24,329.49","24,329.49","193,403,261"
08-Feb-2022,08:05,"24,345.95",+1.63,+0.01%,"24,345.95","24,345.95","24,345.95","144,150"
08-Feb-2022,08:00,"24,344.32",+9.13,+0.04%,"24,334.24","24,332.61","24,350.22","54,894,005"
08-Feb-2022,07:55,"24,335.19",+11.13,+0.05%,"24,327.19","24,325.77","24,339.38","32,474,683"
08-Feb-2022,07:50,"24,324.06",-14.75,-0.06%,"24,338.55","24,318.48","24,338.55","26,783,487"
08-Feb-2022,07:45,"24,338.81",+2.50,+0.01%,"24,330.97","24,325.19","24,338.81","22,410,939"
08-Feb-2022,07:40,"24,336.31",+12.58,+0.05%,"24,323.00","24,320.54","24,340.16","33,224,178"
08-Feb-2022,07:35,"24,323.73",+12.27,+0.05%,"24,315.19","24,315.19","24,332.97","20,265,595"
08-Feb-2022,07:30,"24,311.46",-31.11,-0.13%,"24,340.40","24,311.46","24,341.00","22,759,533"
08-Feb-2022,07:25,"24,342.57",-15.92,-0.07%,"24,357.80","24,340.57","24,372.86","28,890,260"
08-Feb-2022,07:20,"24,358.49",-30.05,-0.12%,"24,396.07","24,351.77","24,397.54","29,878,199"
08-Feb-2022,07:15,"24,388.54",+16.49,+0.07%,"24,372.15","24,369.87","24,408.35","38,370,757"
08-Feb-2022,07:10,"24,372.05",+20.11,+0.08%,"24,351.70","24,344.48","24,377.99","32,078,781"
08-Feb-2022,07:05,"24,351.94",+8.24,+0.03%,"24,341.81","24,329.42","24,357.95","18,853,493"
08-Feb-2022,07:00,"24,343.70",-1.53,-0.01%,"24,344.61","24,339.14","24,356.04","25,634,697"
08-Feb-2022,06:55,"24,345.23",-4.92,-0.02%,"24,351.42","24,330.74","24,351.42","17,336,843"
08-Feb-2022,06:50,"24,350.15",+6.85,+0.03%,"24,344.75","24,336.78","24,353.47","17,663,142"
08-Feb-2022,06:45,"24,343.30",+10.11,+0.04%,"24,333.09","24,331.00","24,351.01","15,795,970"
08-Feb-2022,06:40,"24,333.19",+11.41,+0.05%,"24,321.48","24,313.48","24,339.16","18,525,499"
08-Feb-2022,06:35,"24,321.78",-17.00,-0.07%,"24,339.23","24,313.12","24,340.71","25,802,020"
08-Feb-2022,06:30,"24,338.78",+30.48,+0.13%,"24,309.44","24,305.77","24,339.33","32,831,079"
08-Feb-2022,06:25,"24,308.30",-17.58,-0.07%,"24,325.09","24,306.41","24,327.32","18,418,639"
08-Feb-2022,06:20,"24,325.88",+25.36,+0.10%,"24,300.96","24,296.73","24,329.46","17,613,554"
08-Feb-2022,06:15,"24,300.52",+19.92,+0.08%,"24,279.95","24,278.75","24,319.08","22,943,240"
08-Feb-2022,06:10,"24,280.60",+28.22,+0.12%,"24,254.04","24,249.18","24,281.67","18,411,447"
08-Feb-2022,06:05,"24,252.38",-3.45,-0.01%,"24,256.44","24,229.08","24,256.83","31,998,705"
08-Feb-2022,06:00,"24,255.83",-13.58,-0.06%,"24,269.57","24,253.52","24,273.85","24,938,946"
08-Feb-2022,05:55,"24,269.41",+22.83,+0.09%,"24,244.50","24,244.50","24,270.66","16,900,553"
08-Feb-2022,05:50,"24,246.58",+20.58,+0.08%,"24,228.02","24,222.69","24,251.91","37,098,005"
08-Feb-2022,05:45,"24,226.00",+19.60,+0.08%,"24,204.19","24,203.32","24,232.08","35,490,774"
08-Feb-2022,05:40,"24,206.40",+16.63,+0.07%,"24,189.81","24,178.00","24,207.81","20,421,425"
08-Feb-2022,05:35,"24,189.77",-14.54,-0.06%,"24,204.31","24,179.78","24,204.31","22,771,182"
08-Feb-2022,05:30,"24,204.31",+6.51,+0.03%,"24,197.11","24,185.24","24,204.78","17,300,894"
08-Feb-2022,05:25,"24,197.80",-1.81,-0.01%,"24,199.53","24,193.40","24,217.02","16,250,551"
08-Feb-2022,05:20,"24,199.61",-22.19,-0.09%,"24,222.14","24,199.48","24,225.43","14,999,537"
08-Feb-2022,05:15,"24,221.80",+34.79,+0.14%,"24,184.69","24,173.25","24,227.48","26,369,472"
08-Feb-2022,05:10,"24,187.01",+21.82,+0.09%,"24,168.90","24,155.58","24,190.07","40,403,797"
08-Feb-2022,05:05,"24,165.19",-37.00,-0.15%,"24,196.76","24,149.75","24,196.76","47,616,003"
08-Feb-2022,04:10,"24,202.19",0.00,0.00%,"24,202.19","24,202.19","24,202.19",0
08-Feb-2022,04:05,"24,202.19",+1.66,+0.01%,"24,202.19","24,202.19","24,202.19","4,300"
08-Feb-2022,04:00,"24,200.53",-12.58,-0.05%,"24,212.12","24,188.91","24,213.24","39,625,201"
08-Feb-2022,03:55,"24,213.11",+1.77,+0.01%,"24,214.21","24,208.87","24,222.93","15,582,846"
08-Feb-2022,03:50,"24,211.34",-22.99,-0.09%,"24,234.50","24,206.18","24,235.90","28,779,021"
08-Feb-2022,03:45,"24,234.33",-23.77,-0.10%,"24,256.68","24,229.41","24,256.68","12,980,089"
